business_product_id;name;discriminator;street;house_number;postal_code;main_city_name;number_of_units;maximum_capacity;email;phone1;lat;long;nearestFC;distanceFC
218189;DISCOVERY C1;HOLIDAY_COTTAGE;Zeedijk;80;8430;Middelkerke;1;6;info@depoorter.be;+32 59 30 28 56;51.18853859816544;2.816440616781323;Koksijde;16.272313151978167
380782;Districon;BED_AND_BREAKFAST;Palmstraat;16;8000;Brugge;2;7;distrina@gmail.com;+32 475 78 39 96;;;Herbeumont;5540.271330169284
384642;DLAN0309;HOLIDAY_COTTAGE;DYNASTIELAAN;36;8660;De Panne;1;3;;;51.094816;2.569221;Koksijde;4.414618901857778
220512;D'n Ingelhof;HOLIDAY_COTTAGE;Kloosterhofstraat;5;3793;Voeren;1;7;info@geuldal.com;+31434559075;50.7471635225635;5.87985085899117;Theux;23.525792612809116
380318;Docklands Apartments - Appartement 821;GENERIC_ROOMS;KEMPISCHDOK WESTKAAI;82;2000;Antwerpen;1;4;apartments@hoteldocklands.be;032310726;51.231926;4.412879;Deurne;3.8585784961024276
380319;Docklands Apartments - Appartement 822;GENERIC_ROOMS;KEMPISCHDOK WESTKAAI;82;2000;Antwerpen;1;4;apartments@hoteldocklands.be;032310726;51.231926;4.412879;Deurne;3.8585784961024276
380321;Docklands Apartments - Appartement 824;GENERIC_ROOMS;KEMPISCHDOK WESTKAAI;82;2000;Antwerpen;1;4;apartments@hoteldocklands.be;032310726;51.231926;4.412879;Deurne;3.8585784961024276
380323;Docklands Apartments - Appartement 825;GENERIC_ROOMS;KEMPISCHDOK WESTKAAI;82;2000;Antwerpen;1;2;apartments@hoteldocklands.be;032310726;51.231926;4.412879;Deurne;3.8585784961024276
380320;Docklands Apartments -Appartement 823;GENERIC_ROOMS;KEMPISCHDOK WESTKAAI;82;2000;Antwerpen;1;2;apartments@hoteldocklands.be;032310726;51.231926;4.412879;Deurne;3.8585784961024276
356552;Dockside 0302+gar;HOLIDAY_COTTAGE;ALBERT I LAAN;4;8620;Nieuwpoort;1;4;;;51.139004;2.739291;Koksijde;8.708508964673822
275176;Dockside 0303 DOCKSIDE 030;HOLIDAY_COTTAGE;ALBERT I LAAN;4;8620;Nieuwpoort;1;4;;;51.139004;2.739291;Koksijde;8.708508964673822
299301;Dockside 0303+GAR;HOLIDAY_COTTAGE;Albert I Laan;4;8620;Nieuwpoort;1;4;;;51.1391803114479;2.73956798580734;Koksijde;8.735124896783011
379804;Dodo;HOLIDAY_COTTAGE;Langestraat ;88;8400;Oostende;1;5;info@histoiresdo.be;+32474835657;;;Herbeumont;5540.271330169284
378370;DO-DO;BED_AND_BREAKFAST;PEPERSTRAAT;17;2500;Lier;1;4;info@burobart.be;0477383863;51.129881;4.579723;Broechem;5.013300742090518
379611;DoDo des Iles;BED_AND_BREAKFAST;Gulden Vlieslaan;13;8670;Koksijde;8;20;;;51.119781;2.639637;Koksijde;2.305755632615838
227506;Dodo Merlot;HOLIDAY_COTTAGE;Elf-Juliwijk;3;8620;Nieuwpoort;1;7;dodomerlot@gmail.com;+32 58 31 48 09;51.1351729311145;2.73986232994972;Koksijde;8.537969259604285
346457;Doeselie;HOLIDAY_COTTAGE;IJsmolenstraat;28;9600;Ronse;1;10;;;50.755988;3.64328;Mouscron;31.283982583091547
261469;Doffen;BED_AND_BREAKFAST;DOFFEN;97;2250;Olen;2;4;koen.laenen@skynet.be;+32 475 43 57 64;51.172418;4.882411;Broechem;21.11877026342241
261470;Doffen Guesthouse;HOLIDAY_COTTAGE;DOFFEN;99;2250;Olen;1;10;koen.laenen@skynet.be;+32 475 43 57 64;51.172639;4.882407;Broechem;21.11812754445566
383274;Dokside 301 DOKSIDE 301;HOLIDAY_COTTAGE;VISSERSSTRAAT;46;8370;Blankenberge;1;5;;+3150426609;51.315463;3.127741;Koksijde;42.163562853212476
227592;Dolce far niente;HOLIDAY_COTTAGE;CONSTANT PERMEKELAAN;38;8490;Jabbeke;1;4;info@hotelcarpediem.be;+32 50 81 42 42;51.180596;3.098314;Poelkapelle;27.66887882741511
357575;Dolce Farniente 02.01;HOLIDAY_COTTAGE;PRINS ALBERTPLEIN;6;8670;Koksijde;1;4;;;51.118879;2.629542;Koksijde;2.1443211138013396
225676;Dolce Farniente 02.01;HOLIDAY_COTTAGE;PRINS ALBERTPLEIN;6;8670;Koksijde;1;4;info@agencenotredame.be;;51.118879;2.629542;Koksijde;2.1443211138013396
216369;DOLCE FARNIENTE 10;HOLIDAY_COTTAGE;Prins Albertplein;6;8670;Koksijde;1;8;info@immowoestyn.be;+32 58 51 19 88;51.11894521099816;2.629823871437774;Koksijde;2.1503257598669743
225677;Dolce Farniente DOL 2.2;HOLIDAY_COTTAGE;Prins Albertplein;6;8670;Koksijde;1;7;agencenotredame@skynet.be;+32 58 51 15 78;51.11894521099816;2.629823871437774;Koksijde;2.1503257598669743
225679;Dolce Farniente DOL 6.1;HOLIDAY_COTTAGE;Prins Albertplein;6;8670;Koksijde;1;4;agencenotredame@skynet.be;+32 58 51 15 78;51.11894521099816;2.629823871437774;Koksijde;2.1503257598669743
225680;Dolce Farniente DOL 6.2;HOLIDAY_COTTAGE;Prins Albertplein;6;8670;Koksijde;1;6;agencenotredame@skynet.be;+32 58 51 15 78;51.11894521099816;2.629823871437774;Koksijde;2.1503257598669743
261191;Dolce Vita 02.01 1435;HOLIDAY_COTTAGE;BRABANTSTRAAT;6;8620;Nieuwpoort;1;4;an@euroimmo.be;;51.146388;2.712636;Koksijde;7.686532116352716
224101;Dolce Vita 02.04 1440;HOLIDAY_COTTAGE;BRABANTSTRAAT;8;8620;Nieuwpoort;1;5;an@euroimmo.be;;51.146298;2.712732;Koksijde;7.684723549466043
224099;Dolce Vita 0303 1436;HOLIDAY_COTTAGE;Brabantstraat;6;8620;Nieuwpoort;1;4;an@euroimmo.be;;51.14650474501093;2.71332633705574;Koksijde;7.730945062911591
224100;Dolce Vita 0404 1439;HOLIDAY_COTTAGE;BRABANTSTRAAT;6;8620;Nieuwpoort;1;6;an@euroimmo.be;;51.146388;2.712636;Koksijde;7.686532116352716
303764;Dolce Vita 1.1;HOLIDAY_COTTAGE;BLANCGARINSTRAAT;17;8300;Knokke-Heist;1;4;;;51.350318;3.287629;Gent;43.92052501466082
378651;DOLCE VITA 4.1;HOLIDAY_COTTAGE;BLANCGARINSTRAAT;17;8300;Knokke-Heist;1;4;;;51.350318;3.287629;Gent;43.92052501466082
220406;Dolfijn 1;HOLIDAY_COTTAGE;ALBERT I-PROMENADE;87;8400;Oostende;1;5;info@lecomte.be;+32 59 70 51 05;51.228887;2.907464;Koksijde;24.054074432190824
381209;Dolfijn 4e verdieping;HOLIDAY_COTTAGE;Zeedijk;236;8301;Knokke-Heist;1;6;;;;;Herbeumont;5540.271330169284
303084;Dolfijn 61;HOLIDAY_COTTAGE;ZEEDIJK-HEIST;236;8301;Knokke-Heist;1;6;;;51.341579;3.241247;Gent;45.66522677539847
276896;Dolfijnstraat 45;BED_AND_BREAKFAST;DOLFIJNSTRAAT;45;2018;Antwerpen;1;3;nordine.saidi.mazarou@gmail.com;;51.207536;4.433811;Deurne;1.6618736936390262
304198;Dolfijnt'je;HOLIDAY_COTTAGE;Eugène Ysayelaan;14;8300;Knokke-Heist;1;8;;;51.3541283800246;3.30363317157723;Gent;43.42671133058801
383537;Dolores;GENERIC_ROOMS;Verversdijk;14;8000;Brugge;1;2;mimivanbakel@hotmail.com;+32 476 40 06 92;;;Herbeumont;5540.271330169284
378913;Domaine 10;HOTEL;Lekestraat;10;8433;Middelkerke;2;4;info@domaine10.be;0483097078;;;Herbeumont;5540.271330169284
261462;Domaine de Magis;HOLIDAY_COTTAGE;MAGIS;2;3792;Voeren;1;24;info@domainedemagis.nl;+31 434 50 11 80;50.722339;5.83116;Liège;20.525758712433813
227734;Domaine Duinendaele 217;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;;;50.86026277026618;4.465629925871827;Zaventem;2.617705402936815
211514;Domein 'Aan de Plas';HOSTEL;Blankenbergse Dijk;73-75;8000;Brugge;96;96;info@aandeplas.be;+32 50 45 00 56;51.2326277205972;3.19991002473449;Poelkapelle;35.76582120284679
213549;Domein Blutsyde - Residentie Estepona;HOLIDAY_COTTAGE;Derbylaan;70;8450;Bredene;1;6;info@astridimmobilia.be;+32 59 32 56 00;51.25107003686487;2.99169307245034;Koksijde;30.286983141397116
314531;Domein De Grote Zeemeeuwen;HOLIDAY_COTTAGE;De Grote Zeemeeuwen;38;8670;Koksijde;1;5;vakantiehuisje38@gmail.com;;51.11192412692416;2.658431064286127;Koksijde;2.3128980060720385
229669;Domein De Lusthof;BED_AND_BREAKFAST;GROOTZAND;54;9200;Dendermonde;3;5;luclusthof@hotmail.be;+32 52 20 14 92;51.046358;4.107143;Neder-Over-Heembeek;25.07038248946444
356989;Domein De Vesten;GENERIC_ROOMS;KANAALWEG;6;2430;Laakdal;4;10;info@devesten.be;014867849;51.11377;5.023244;Arendonk;26.86232240335854
227253;Domein De Vossenberg;HOTEL;HOGESTRAAT;194;8830;Hooglede;15;30;info@vossenberg.be;+32 51 70 25 83;50.985991;3.063008;Poelkapelle;7.859072740073245
219295;Domein den Asberg;GENERIC_TERRAIN;ASBERG;28;2260;Westerlo;75;306;info@domeindenasberg.be;+32 14 54 47 61;51.085688;4.887129;Broechem;23.6521795202176
219513;Domein Den Rooy;HOTEL;Ulicotenseweg;54-56;2328;Hoogstraten;23;46;info@denrooy.com;+32 3 315 83 36;51.467185173518;4.81524414997132;Arendonk;24.92208900865291
212926;DOMEIN DUINENDAELE DH 244;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;4;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
300263;Domein Duinendaele DH 62;HOLIDAY_COTTAGE;DUINHOEKSTRAAT;129;8660;De Panne;1;6;;;51.079802;2.578575;Koksijde;4.332314649799682
212927;DOMEIN DUINENDAELE DH 64A;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;4;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
212928;DOMEIN DUINENDAELE DH 88;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;4;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
212929;Domein Duinendaele DUINHUIS DH 74;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;4;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
212930;DOMEIN DUINENDAELE VH 115;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
212931;DOMEIN DUINENDAELE VH 17;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
300207;Domein Duinendaele VH 29;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;;;;;Herbeumont;5540.271330169284
212932;DOMEIN DUINENDAELE VH 64;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
212933;DOMEIN DUINENDAELE VH 68;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
212934;Domein Duinendaele VISSERSHUIS VH 142;HOLIDAY_COTTAGE;Duinhoekstraat;129;8660;De Panne;1;6;denys@duinendaele.be;+32 58 41 38 98;51.07916500061231;2.579181441599844;Koksijde;4.3327006458297195
227006;Domein Hengelhoef;HOLIDAY_COTTAGE;Hengelhoefdreef;5;3530;Houthalen-Helchteren;1;4;;;51.00829336071485;5.461481792638627;Lommel;26.668643698325898
218936;Domein Hengelhoef;HOLIDAY_COTTAGE;Hengelhoefdreef;5;3530;Houthalen-Helchteren;1;2;;;51.0064917015771;5.457195395636078;Lommel;26.79780571243966
219828;Domein Hengelhoef 1 - Res. Den 3;HOLIDAY_COTTAGE;Hengelhoefdreef;5;3530;Houthalen-Helchteren;1;5;haegeman.julien0@gmail.com;+32 9 334 53 99;51.00829336071485;5.461481792638627;Lommel;26.668643698325898
227520;Domein Karthuizer D 00.04;HOLIDAY_COTTAGE;Kinderlaan;41;8670;Koksijde;1;4;info@agentuurphilips.be;;51.13964111546796;2.708587558476832;Koksijde;6.979725762783408
261388;Domein Kartuizer C 0304 2088;HOLIDAY_COTTAGE;Kinderlaan;17;8620;Nieuwpoort;1;4;an@euroimmo.be;;51.1404179353676;2.70761266406152;Koksijde;6.983040230720131
228922;Domein leegendael;HOLIDAY_COTTAGE;KORTRIJKSESTRAAT;498;8020;Oostkamp;1;4;domein.leegendael@gmail.com;+32 50 67 96 12;51.095244;3.223532;Poelkapelle;24.313530316417552
228921;Domein Leegendael;BED_AND_BREAKFAST;KORTRIJKSESTRAAT;498;8020;Oostkamp;8;23;domein.leegendael@gmail.com;+32 50 67 96 12;51.095244;3.223532;Poelkapelle;24.313530316417552
221942;Domein Marsnil - vakantiewoning;HOLIDAY_COTTAGE;SMISSTRAAT;1;3870;Heers;1;9;info@domeinmarsnil.be;+32 11 48 51 77;50.740599;5.280698;Sint-Truiden;10.425089531382717
219331;Domein Martinus;HOTEL;SNIEDERSPAD;133;2980;Zoersel;38;73;info@domeinmartinus.be;+32 3 384 02 23;51.238529;4.628624;Broechem;7.8341521842272765
230425;Domein Pomme Charelle;GENERIC_ROOMS;AARDENBURGKALSEIDE;342;9990;Maldegem;1;2;pommecharelle@hotmail.com;;51.232699;3.446628;Gent;26.90296615389792
225117;Domein Rietvelde;HOLIDAY_COTTAGE;VEURNEVAARTSTRAAT;5;8670;Koksijde;1;10;info@domeinrietvelde.be;+32 58 24 22 08;51.121797;2.747974;Koksijde;8.50240240573788
225116;Domein Rietvelde;HOLIDAY_COTTAGE;VEURNEVAARTSTRAAT;5;8670;Koksijde;1;6;info@domeinrietvelde.be;+32 58 24 22 08;51.121797;2.747974;Koksijde;8.50240240573788
225115;Domein Rietvelde;HOLIDAY_COTTAGE;VEURNEVAARTSTRAAT;5;8670;Koksijde;1;6;info@domeinrietvelde.be;+32 58 24 22 08;51.121797;2.747974;Koksijde;8.50240240573788
225118;Domein Rietvelde;HOLIDAY_COTTAGE;VEURNEVAARTSTRAAT;5;8670;Koksijde;1;7;info@domeinrietvelde.be;+32 58 24 22 08;51.121797;2.747974;Koksijde;8.50240240573788
219566;Domein Stekebees;BED_AND_BREAKFAST;VAN DEN NESTLAAN;179;2520;Ranst;3;8;joke.oomes@pandora.be;+32 3 475 11 12;51.174601;4.573551;Broechem;0.484762357634427
217976;Domein Vierbarke - Huisje 32;HOLIDAY_COTTAGE;Dienstweg Havengeul;33;8620;Nieuwpoort;1;6;info@agem.be;+32 59 30 17 79;51.14641395653537;2.728290736356077;Koksijde;8.527853954921508
222945;Domein Waterland - Loft;HOLIDAY_COTTAGE;KRONEVOORDESTRAAT;16;8610;Kortemark;1;14;info@waterlandloft.be;;51.024158;3.002732;Poelkapelle;9.069804840944533
384949;Domein Waterland - Vintage;HOLIDAY_COTTAGE;Kronevoordestraat;16;8610;Kortemark;1;8;;+32 51 56 87 28;;;Herbeumont;5540.271330169284
345862;Domein Westhoek;HOTEL;NOORDZEEDREEF;6-8;8670;Koksijde;91;219;domeinwesthoek@skynet.be;;51.136131;2.704471;Koksijde;6.509944833979566
379421;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379504;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379516;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379418;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379426;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379432;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379481;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 21 44 00;;;Herbeumont;5540.271330169284
379417;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+ 32 58 22 41 00;;;Herbeumont;5540.271330169284
379420;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 55 22 41 00;;;Herbeumont;5540.271330169284
379423;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379431;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 21 44 00;;;Herbeumont;5540.271330169284
379503;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379514;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379517;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379424;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 59 22 41 00;;;Herbeumont;5540.271330169284
379427;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379510;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379507;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379515;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379518;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379416;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 058 22 41 00;;;Herbeumont;5540.271330169284
379419;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379425;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379491;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379502;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379505;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379508;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379519;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379422;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379456;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379513;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379506;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379429;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 21 44 00;;;Herbeumont;5540.271330169284
379489;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379509;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
379512;Domein Westhoek vzw;HOLIDAY_COTTAGE;Noordzeedreef;6 - 8;8670;Koksijde;1;4;info@domein-westhoek.be;+32 58 22 41 00;;;Herbeumont;5540.271330169284
224480;Domein Ysermonde - Aalduiker 18;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;2;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
261405;Domein Ysermonde - Albatros 13;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;4;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
224623;Domein Ysermonde - Alver 18;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;5;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
218626;Domein Ysermonde - Alver 23;HOLIDAY_COTTAGE;VICTORLAAN;1;8620;Nieuwpoort;1;6;willy.stevens2@telenet.be;;51.14071;2.729386;Koksijde;8.220279210719275
223672;Domein Ysermonde I - Aalscholver 31;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;9;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
217982;Domein Ysermonde I - Aalscholver 4;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;5;;+32 58 23 55 22;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
219859;Domein Ysermonde I - Albatros 20;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;9;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
219861;Domein Ysermonde I - Albatros 24;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;4;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
224622;Domein Ysermonde I - Alver 27;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;5;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
226093;Domein Ysermonde I - Barkas 24;HOLIDAY_COTTAGE;Victorlaan;1;8620;Nieuwpoort;1;5;servimo@era.be;+32 58 22 31 11;51.14170946310073;2.728317228774081;Koksijde;8.220874394245156
225766;Domein Ysermonde III - Colibri 1;HOLIDAY_COTTAGE;Zeemeerminnendreef;6;8620;Nieuwpoort;1;6;servimo@era.be;+32 58 22 31 11;51.14292983702892;2.726796141506302;Koksijde;8.212305189107429
225772;Domein Ysermonde III - Colibri 12;HOLIDAY_COTTAGE;Zeemeerminnendreef;6;8620;Nieuwpoort;1;6;servimo@era.be;+32 58 22 31 11;51.14292983702892;2.726796141506302;Koksijde;8.212305189107429
225775;Domein Ysermonde III - Colibri 9;HOLIDAY_COTTAGE;Zeemeerminnendreef;6;8620;Nieuwpoort;1;8;servimo@era.be;+32 58 22 31 11;51.14292983702892;2.726796141506302;Koksijde;8.212305189107429
220274;Domein Ysermonde III - Condor 01;HOLIDAY_COTTAGE;Zeemeerminnendreef;6;8620;Nieuwpoort;1;6;servimo@era.be;+32 58 22 31 11;51.14292983702892;2.726796141506302;Koksijde;8.212305189107429
220281;Domein Ysermonde III - Condor 10;HOLIDAY_COTTAGE;Zeemeerminnendreef;6;8620;Nieuwpoort;1;6;servimo@era.be;+32 58 22 31 11;51.14292983702892;2.726796141506302;Koksijde;8.212305189107429
220278;Domein Ysermonde III - Condor 7;HOLIDAY_COTTAGE;Zeemeerminnendreef;6;8620;Nieuwpoort;1;6;servimo@era.be;+32 58 22 31 11;51.14292983702892;2.726796141506302;Koksijde;8.212305189107429
377922;Domein Zee en Polder 30151;HOLIDAY_COTTAGE;LOMBARDSIJDELAAN;153;8434;Middelkerke;1;6;raf.donckers@skynet.be;+32 478562322;51.152783;2.760992;Koksijde;10.806063357785325
303228;Dominique;HOLIDAY_COTTAGE;W. Vandermeerenlaan;;8660;De Panne;1;6;;;51.0988918052648;2.59690003030387;Koksijde;2.444096498638988
265059;Dominique 2V;HOLIDAY_COTTAGE;COPPIETERSSTRAAT;23;8420;De Haan;1;8;;;51.298064;3.080101;Koksijde;38.33058533483983
218152;Dominique 3D/03.02;HOLIDAY_COTTAGE;VLAANDERENSTRAAT;4;8620;Nieuwpoort;1;4;verhuur@immostrand.be;+32 58 23 88 84;51.145271;2.70899;Koksijde;7.414956816333404
215604;DOMINIQUE 4;HOLIDAY_COTTAGE;Oostendelaan;27;8670;Koksijde;1;6;;;51.11219704760645;2.613793332063302;Koksijde;1.8793858864169015
379760;Dominique DOMI4B;HOLIDAY_COTTAGE;WILLY VANDERMEERENLAAN;4;8660;De Panne;1;6;;;51.098213;2.597422;Koksijde;2.411419588053179
219945;Domisi'l;HOLIDAY_COTTAGE;AXELSVAARDEKEN;39;9185;Wachtebeke;1;6;info@domisil.be;+32 9 345 94 24;51.17813;3.879238;Gent;15.116133987078653
382924;Domitys Emerald Haven;GENERIC_ROOMS;Léon Stynenstraat;40;2000;Antwerpen;22;46;antwerpen@domitys.be;03 304 09 00;51.2063258976;4.3845115609;Deurne;5.088205591192844
